Topic,Day,QuizID,QuestionNumber,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Explanation
Power BI Basics,6,PBB-06,3,Which element connects Power BI to various data sources?,A mail server,An antivirus program,A data connector,A color palette,C,Power BI uses data connectors to import data from different sources.
Power BI Basics,7,PBB-07,1,What is Power BI primarily used for?,Video streaming,Graphic design,Text editing,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,7,PBB-07,2,"In Power BI, a dashboard is best described as: ",A programming language,"A single-page, interactive view of key metrics and visuals",A printed report,A website,B,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,7,PBB-07,3,Which element connects Power BI to various data sources?,A data connector,An antivirus program,A color palette,A mail server,A,Power BI uses data connectors to import data from different sources.
Power BI Basics,8,PBB-08,1,What is Power BI primarily used for?,Video streaming,Data visualization and business analytics,Text editing,Graphic design,B,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,8,PBB-08,2,"In Power BI, a dashboard is best described as: ",A programming language,A printed report,A website,"A single-page, interactive view of key metrics and visuals",D,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,8,PBB-08,3,Which element connects Power BI to various data sources?,A mail server,A data connector,A color palette,An antivirus program,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,9,PBB-09,1,What is Power BI primarily used for?,Text editing,Graphic design,Data visualization and business analytics,Video streaming,C,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,9,PBB-09,2,"In Power BI, a dashboard is best described as: ",A printed report,"A single-page, interactive view of key metrics and visuals",A programming language,A website,B,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,9,PBB-09,3,Which element connects Power BI to various data sources?,A mail server,A data connector,An antivirus program,A color palette,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,10,PBB-10,1,What is Power BI primarily used for?,Data visualization and business analytics,Graphic design,Video streaming,Text editing,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,10,PBB-10,2,"In Power BI, a dashboard is best described as: ",A printed report,A programming language,A website,"A single-page, interactive view of key metrics and visuals",D,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,10,PBB-10,3,Which element connects Power BI to various data sources?,A data connector,An antivirus program,A color palette,A mail server,A,Power BI uses data connectors to import data from different sources.
Power BI Basics,11,PBB-11,1,What is Power BI primarily used for?,Data visualization and business analytics,Graphic design,Text editing,Video streaming,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,11,PBB-11,2,"In Power BI, a dashboard is best described as: ",A programming language,A printed report,A website,"A single-page, interactive view of key metrics and visuals",D,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,11,PBB-11,3,Which element connects Power BI to various data sources?,A color palette,An antivirus program,A data connector,A mail server,C,Power BI uses data connectors to import data from different sources.
Power BI Basics,11,PBB-12,1,What is Power BI primarily used for?,Video streaming,Graphic design,Text editing,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,12,PBB-12,2,"In Power BI, a dashboard is best described as: ",A programming language,A printed report,"A single-page, interactive view of key metrics and visuals",A website,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,12,PBB-12,3,Which element connects Power BI to various data sources?,An antivirus program,A data connector,A mail server,A color palette,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,13,PBB-13,1,What is Power BI primarily used for?,Video streaming,Data visualization and business analytics,Text editing,Graphic design,B,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,13,PBB-13,2,"In Power BI, a dashboard is best described as: ",A programming language,A website,"A single-page, interactive view of key metrics and visuals",A printed report,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,13,PBB-13,3,Which element connects Power BI to various data sources?,A mail server,A color palette,An antivirus program,A data connector,D,Power BI uses data connectors to import data from different sources.
Power BI Basics,14,PBB-14,1,What is Power BI primarily used for?,Data visualization and business analytics,Text editing,Video streaming,Graphic design,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,14,PBB-14,2,"In Power BI, a dashboard is best described as: ",A printed report,"A single-page, interactive view of key metrics and visuals",A website,A programming language,B,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,14,PBB-14,3,Which element connects Power BI to various data sources?,A mail server,A data connector,An antivirus program,A color palette,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,15,PBB-15,1,What is Power BI primarily used for?,Graphic design,Text editing,Video streaming,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,15,PBB-15,2,"In Power BI, a dashboard is best described as: ",A programming language,"A single-page, interactive view of key metrics and visuals",A website,A printed report,B,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,15,PBB-15,3,Which element connects Power BI to various data sources?,A data connector,A mail server,An antivirus program,A color palette,A,Power BI uses data connectors to import data from different sources.
Power BI Basics,16,PBB-16,1,What is Power BI primarily used for?,Text editing,Graphic design,Video streaming,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,16,PBB-16,2,"In Power BI, a dashboard is best described as: ",A programming language,A printed report,"A single-page, interactive view of key metrics and visuals",A website,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,16,PBB-16,3,Which element connects Power BI to various data sources?,A data connector,A mail server,An antivirus program,A color palette,A,Power BI uses data connectors to import data from different sources.
Power BI Basics,17,PBB-17,1,What is Power BI primarily used for?,Video streaming,Text editing,Graphic design,Data visualization and business analytics,D,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,17,PBB-17,2,"In Power BI, a dashboard is best described as: ",A website,A programming language,"A single-page, interactive view of key metrics and visuals",A printed report,C,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,17,PBB-17,3,Which element connects Power BI to various data sources?,An antivirus program,A data connector,A color palette,A mail server,B,Power BI uses data connectors to import data from different sources.
Power BI Basics,18,PBB-18,1,What is Power BI primarily used for?,Data visualization and business analytics,Text editing,Graphic design,Video streaming,A,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,18,PBB-18,2,"In Power BI, a dashboard is best described as: ",A printed report,A programming language,A website,"A single-page, interactive view of key metrics and visuals",D,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,18,PBB-18,3,Which element connects Power BI to various data sources?,A color palette,A mail server,An antivirus program,A data connector,D,Power BI uses data connectors to import data from different sources.
Power BI Basics,19,PBB-19,1,What is Power BI primarily used for?,Graphic design,Video streaming,Data visualization and business analytics,Text editing,C,Power BI is a business intelligence tool that visualizes data to help make decisions.
Power BI Basics,19,PBB-19,2,"In Power BI, a dashboard is best described as: ",A website,A programming language,A printed report,"A single-page, interactive view of key metrics and visuals",D,Dashboards display visualizations on one page to monitor important data.
Power BI Basics,19,PBB-19,3,Which element connects Power BI to various data sources?,An antivirus program,A data connector,A mail server,A color palette,B,Power BI uses data connectors to import data from different sources.
